01. Ano,02. Nome País (Europa),03. Nome Região (Portugal),04. Filtro 1,05. Filtro 2,06. Filtro 3,07. Escala,08. Símbolo,09. Valor
1984,Irlanda,,Homens,,,,x,
1984,Irlanda,,Mulheres,,,,x,
1984,Irlanda,,Total,,,,x,
1984,Itália,,Homens,,,,x,
1984,Itália,,Mulheres,,,,x,
1984,Itália,,Total,,,,x,
1984,Letónia,,Homens,,,,x,
1984,Letónia,,Mulheres,,,,x,
1984,Letónia,,Total,,,,x,
1984,Lituânia,,Homens,,,,,65.1
1984,Lituânia,,Mulheres,,,,,75.3
1984,Lituânia,,Total,,,,,70.3
1984,Luxemburgo,,Homens,,,,,69.7
1984,Luxemburgo,,Mulheres,,,,,76.9
1984,Luxemburgo,,Total,,,,,73.3
1984,Malta,,Homens,,,,x,
1984,Malta,,Mulheres,,,,x,
1984,Malta,,Total,,,,x,
1984,Países Baixos,,Homens,,,,x,
1984,Países Baixos,,Mulheres,,,,x,
1984,Países Baixos,,Total,,,,x,
1984,Polónia,,Homens,,,,x,
1984,Polónia,,Mulheres,,,,x,
1984,Polónia,,Total,,,,x,
1984,Portugal,,Homens,,,,,69.2
1984,Portugal,,Mulheres,,,,,76.2
1984,Portugal,,Total,,,,,72.7
1984,Roménia,,Homens,,,,,67.0
1984,Roménia,,Mulheres,,,,,72.7
1984,Roménia,,Total,,,,,69.8
1984,Suécia,,Homens,,,,,73.9
1984,Suécia,,Mulheres,,,,,80.1
1984,Suécia,,Total,,,,,76.9
1985,,Portugal,Homens,,,,,69.2
1985,,Portugal,Mulheres,,,,,76.0
1985,,Portugal,Total,,,,,72.7
1985,Alemanha,,Homens,,,,,71.6
1985,Alemanha,,Mulheres,,,,,78.2
1985,Alemanha,,Total,,,,,75.1
1985,Áustria,,Homens,,,,,70.4
1985,Áustria,,Mulheres,,,,,77.4
1985,Áustria,,Total,,,,,74.1
1985,Bélgica,,Homens,,,,,71.1
1985,Bélgica,,Mulheres,,,,,78.1
1985,Bélgica,,Total,,,,,74.6
1985,Bulgária,,Homens,,,,,68.1
1985,Bulgária,,Mulheres,,,,,74.3
1985,Bulgária,,Total,,,,,71.1
1985,Chéquia,,Homens,,,,,67.5
1985,Chéquia,,Mulheres,,,,,74.8
1985,Chéquia,,Total,,,,,71.2
1985,Chipre,,Homens,,,,x,
1985,Chipre,,Mulheres,,,,x,
1985,Chipre,,Total,,,,x,
1985,Croácia,,Homens,,,,x,
1985,Croácia,,Mulheres,,,,x,
1985,Croácia,,Total,,,,x,
1985,Dinamarca,,Homens,,,,,71.5
1985,Dinamarca,,Mulheres,,,,,77.6
1985,Dinamarca,,Total,,,,,74.5
1985,Eslováquia,,Homens,,,,,67.0
1985,Eslováquia,,Mulheres,,,,,75.0
1985,Eslováquia,,Total,,,,,70.9
1985,Eslovénia,,Homens,,,,,67.7
1985,Eslovénia,,Mulheres,,,,,76.0
1985,Eslovénia,,Total,,,,,71.9
1985,Espanha,,Homens,,,,,73.1
1985,Espanha,,Mulheres,,,,,79.6
1985,Espanha,,Total,,,,,76.4
1985,Estónia,,Homens,,,,,64.6
1985,Estónia,,Mulheres,,,,,74.5
1985,Estónia,,Total,,,,,69.8
1985,Finlândia,,Homens,,,,,70.2
1985,Finlândia,,Mulheres,,,,,78.7
1985,Finlândia,,Total,,,,,74.5
1985,França,,Homens,,,,x,
1985,França,,Mulheres,,,,x,
1985,França,,Total,,,,x,
1985,Grécia,,Homens,,,,,73.5
1985,Grécia,,Mulheres,,,,,78.4
1985,Grécia,,Total,,,,,76.0
1985,Hungria,,Homens,,,,,65.1
1985,Hungria,,Mulheres,,,,,73.2
1985,Hungria,,Total,,,,,69.1
1985,Irlanda,,Homens,,,,x,
1985,Irlanda,,Mulheres,,,,x,
1985,Irlanda,,Total,,,,x,
1985,Itália,,Homens,,,,,72.3
1985,Itália,,Mulheres,,,,,78.8
1985,Itália,,Total,,,,,75.6
1985,Letónia,,Homens,,,,x,
1985,Letónia,,Mulheres,,,,x,
1985,Letónia,,Total,,,,x,
1985,Lituânia,,Homens,,,,,65.6
1985,Lituânia,,Mulheres,,,,,75.3
1985,Lituânia,,Total,,,,,70.6
1985,Luxemburgo,,Homens,,,,,70.3
1985,Luxemburgo,,Mulheres,,,,,77.3
1985,Luxemburgo,,Total,,,,,73.8
1985,Malta,,Homens,,,,x,
1985,Malta,,Mulheres,,,,x,
1985,Malta,,Total,,,,x,
1985,Países Baixos,,Homens,,,,,73.1
1985,Países Baixos,,Mulheres,,,,,79.8
1985,Países Baixos,,Total,,,,,76.5
1985,Polónia,,Homens,,,,x,
1985,Polónia,,Mulheres,,,,x,
1985,Polónia,,Total,,,,x,
1985,Portugal,,Homens,,,,,69.4
1985,Portugal,,Mulheres,,,,,76.5
1985,Portugal,,Total,,,,,73.0
1985,Roménia,,Homens,,,,,66.4
1985,Roménia,,Mulheres,,,,,72.3
1985,Roménia,,Total,,,,,69.3
1985,Suécia,,Homens,,,,,73.8
1985,Suécia,,Mulheres,,,,,79.8
1985,Suécia,,Total,,,,,76.8
1986,,Portugal,Homens,,,,,69.3
1986,,Portugal,Mulheres,,,,,76.3
1986,,Portugal,Total,,,,,72.9
1986,Alemanha,,Homens,,,,,71.8
1986,Alemanha,,Mulheres,,,,,78.4
1986,Alemanha,,Total,,,,,75.3
1986,Áustria,,Homens,,,,,71.0
1986,Áustria,,Mulheres,,,,,77.8
1986,Áustria,,Total,,,,,74.5
1986,Bélgica,,Homens,,,,,71.4
1986,Bélgica,,Mulheres,,,,,78.2
1986,Bélgica,,Total,,,,,74.8
1986,Bulgária,,Homens,,,,,68.5
1986,Bulgária,,Mulheres,,,,,74.8
1986,Bulgária,,Total,,,,,71.5
1986,Chéquia,,Homens,,,,,67.5
1986,Chéquia,,Mulheres,,,,,74.7
1986,Chéquia,,Total,,,,,71.1
1986,Chipre,,Homens,,,,x,
1986,Chipre,,Mulheres,,,,x,
1986,Chipre,,Total,,,,x,
1986,Croácia,,Homens,,,,x,
1986,Croácia,,Mulheres,,,,x,
1986,Croácia,,Total,,,,x,
1986,Dinamarca,,Homens,,,,,71.8
1986,Dinamarca,,Mulheres,,,,,77.7
1986,Dinamarca,,Total,,,,,74.7
1986,Eslováquia,,Homens,,,,,67.2
1986,Eslováquia,,Mulheres,,,,,75.1
1986,Eslováquia,,Total,,,,,71.1
1986,Eslovénia,,Homens,,,,,68.4
1986,Eslovénia,,Mulheres,,,,,76.4
1986,Eslovénia,,Total,,,,,72.5
1986,Espanha,,Homens,,,,,73.4
1986,Espanha,,Mulheres,,,,,79.9
1986,Espanha,,Total,,,,,76.7
1986,Estónia,,Homens,,,,,66.2
1986,Estónia,,Mulheres,,,,,75.1
1986,Estónia,,Total,,,,,70.9
1986,Finlândia,,Homens,,,,,70.6
1986,Finlândia,,Mulheres,,,,,78.9
1986,Finlândia,,Total,,,,,74.9
1986,França,,Homens,,,,x,
1986,França,,Mulheres,,,,x,
1986,França,,Total,,,,x,
1986,Grécia,,Homens,,,,,74.1
1986,Grécia,,Mulheres,,,,,78.8
1986,Grécia,,Total,,,,,76.4
1986,Hungria,,Homens,,,,,65.3
1986,Hungria,,Mulheres,,,,,73.3
1986,Hungria,,Total,,,,,69.3
1986,Irlanda,,Homens,,,,,70.8
1986,Irlanda,,Mulheres,,,,,76.4
1986,Irlanda,,Total,,,,,73.5
1986,Itália,,Homens,,,,,72.6
1986,Itália,,Mulheres,,,,,79.1
1986,Itália,,Total,,,,,75.9
1986,Letónia,,Homens,,,,x,
1986,Letónia,,Mulheres,,,,x,
1986,Letónia,,Total,,,,x,
1986,Lituânia,,Homens,,,,,67.8
1986,Lituânia,,Mulheres,,,,,76.4
1986,Lituânia,,Total,,,,,72.3
1986,Luxemburgo,,Homens,,,,,70.7
1986,Luxemburgo,,Mulheres,,,,,78.7
1986,Luxemburgo,,Total,,,,,74.7
1986,Malta,,Homens,,,,x,
1986,Malta,,Mulheres,,,,x,
1986,Malta,,Total,,,,x,
1986,Países Baixos,,Homens,,,,,73.1
1986,Países Baixos,,Mulheres,,,,,79.7
1986,Países Baixos,,Total,,,,,76.4
1986,Polónia,,Homens,,,,x,
1986,Polónia,,Mulheres,,,,x,
1986,Polónia,,Total,,,,x,
1986,Portugal,,Homens,,,,,69.9
1986,Portugal,,Mulheres,,,,,76.8
1986,Portugal,,Total,,,,,73.4
1986,Roménia,,Homens,,,,,66.7
1986,Roménia,,Mulheres,,,,,72.8
1986,Roménia,,Total,,,,,69.7
1986,Suécia,,Homens,,,,,74.0
1986,Suécia,,Mulheres,,,,,80.2
1986,Suécia,,Total,,,,,77.0
1987,,Portugal,Homens,,,,,69.8
1987,,Portugal,Mulheres,,,,,76.6
1987,,Portugal,Total,,,,,73.2
1987,Alemanha,,Homens,,,,,72.2
1987,Alemanha,,Mulheres,,,,,78.9
1987,Alemanha,,Total,,,,,75.8
1987,Áustria,,Homens,,,,,71.5
1987,Áustria,,Mulheres,,,,,78.2
1987,Áustria,,Total,,,,,75.0
1987,Bélgica,,Homens,,,,,72.0
1987,Bélgica,,Mulheres,,,,,78.9
1987,Bélgica,,Total,,,,,75.4
1987,Bulgária,,Homens,,,,,68.3
1987,Bulgária,,Mulheres,,,,,74.6
1987,Bulgária,,Total,,,,,71.3
1987,Chéquia,,Homens,,,,,67.9
1987,Chéquia,,Mulheres,,,,,75.3
1987,Chéquia,,Total,,,,,71.6
1987,Chipre,,Homens,,,,x,
1987,Chipre,,Mulheres,,,,x,
1987,Chipre,,Total,,,,x,
1987,Croácia,,Homens,,,,x,
1987,Croácia,,Mulheres,,,,x,
1987,Croácia,,Total,,,,x,
1987,Dinamarca,,Homens,,,,,71.8
1987,Dinamarca,,Mulheres,,,,,77.9
1987,Dinamarca,,Total,,,,,74.8
1987,Eslováquia,,Homens,,,,,67.4
1987,Eslováquia,,Mulheres,,,,,75.4
1987,Eslováquia,,Total,,,,,71.3
1987,Eslovénia,,Homens,,,,,68.2
1987,Eslovénia,,Mulheres,,,,,76.5
1987,Eslovénia,,Total,,,,,72.4
1987,Espanha,,Homens,,,,,73.5
1987,Espanha,,Mulheres,,,,,80.2
1987,Espanha,,Total,,,,,76.9
1987,Estónia,,Homens,,,,,66.3
1987,Estónia,,Mulheres,,,,,75.1
1987,Estónia,,Total,,,,,70.9
1987,Finlândia,,Homens,,,,,70.7
1987,Finlândia,,Mulheres,,,,,78.8
1987,Finlândia,,Total,,,,,74.9
1987,França,,Homens,,,,x,
1987,França,,Mulheres,,,,x,
1987,França,,Total,,,,x,
1987,Grécia,,Homens,,,,,73.9
1987,Grécia,,Mulheres,,,,,78.6
1987,Grécia,,Total,,,,,76.2
1987,Hungria,,Homens,,,,,65.7
1987,Hungria,,Mulheres,,,,,73.9
1987,Hungria,,Total,,,,,69.8
1987,Irlanda,,Homens,,,,,71.6
1987,Irlanda,,Mulheres,,,,,77.3
1987,Irlanda,,Total,,,,,74.3
1987,Itália,,Homens,,,,,73.0
1987,Itália,,Mulheres,,,,,79.6
1987,Itália,,Total,,,,,76.3
1987,Letónia,,Homens,,,,x,
1987,Letónia,,Mulheres,,,,x,
1987,Letónia,,Total,,,,x,
1987,Lituânia,,Homens,,,,,67.6
1987,Lituânia,,Mulheres,,,,,76.3
1987,Lituânia,,Total,,,,,72.2
1987,Luxemburgo,,Homens,,,,,70.6
1987,Luxemburgo,,Mulheres,,,,,77.9
1987,Luxemburgo,,Total,,,,,74.3
1987,Malta,,Homens,,,,x,
1987,Malta,,Mulheres,,,,x,
1987,Malta,,Total,,,,x,
1987,Países Baixos,,Homens,,,,,73.5
1987,Países Baixos,,Mulheres,,,,,80.3
1987,Países Baixos,,Total,,,,,76.9
1987,Polónia,,Homens,,,,x,
1987,Polónia,,Mulheres,,,,x,
1987,Polónia,,Total,,,,x,
1987,Portugal,,Homens,,,,,70.3
1987,Portugal,,Mulheres,,,,,77.2
1987,Portugal,,Total,,,,,73.8
1987,Roménia,,Homens,,,,,66.1
1987,Roménia,,Mulheres,,,,,72.0
1987,Roménia,,Total,,,,,69.0
1987,Suécia,,Homens,,,,,74.2
1987,Suécia,,Mulheres,,,,,80.3
1987,Suécia,,Total,,,,,77.2
1988,,Portugal,Homens,,,,,70.2
1988,,Portugal,Mulheres,,,,,76.9
1988,,Portugal,Total,,,,,73.6
1988,Alemanha,,Homens,,,,,72.5
1988,Alemanha,,Mulheres,,,,,79.1
1988,Alemanha,,Total,,,,,76.0
1988,Áustria,,Homens,,,,,71.9
1988,Áustria,,Mulheres,,,,,78.7
1988,Áustria,,Total,,,,,75.5
1988,Bélgica,,Homens,,,,,72.2
1988,Bélgica,,Mulheres,,,,,79.1
1988,Bélgica,,Total,,,,,75.7
1988,Bulgária,,Homens,,,,,68.3
1988,Bulgária,,Mulheres,,,,,74.7
1988,Bulgária,,Total,,,,,71.4
1988,Chéquia,,Homens,,,,,68.2
1988,Chéquia,,Mulheres,,,,,75.4
1988,Chéquia,,Total,,,,,71.8
1988,Chipre,,Homens,,,,x,
1988,Chipre,,Mulheres,,,,x,
1988,Chipre,,Total,,,,x,
1988,Croácia,,Homens,,,,x,
1988,Croácia,,Mulheres,,,,x,
1988,Croácia,,Total,,,,x,
1988,Dinamarca,,Homens,,,,,72.1
1988,Dinamarca,,Mulheres,,,,,77.8
1988,Dinamarca,,Total,,,,,74.9
1988,Eslováquia,,Homens,,,,,67.2
1988,Eslováquia,,Mulheres,,,,,75.7
1988,Eslováquia,,Total,,,,,71.4
1988,Eslovénia,,Homens,,,,,68.9
1988,Eslovénia,,Mulheres,,,,,77.0
1988,Eslovénia,,Total,,,,,73.1
1988,Espanha,,Homens,,,,,73.5
1988,Espanha,,Mulheres,,,,,80.3
1988,Espanha,,Total,,,,,76.9
1988,Estónia,,Homens,,,,,66.5
1988,Estónia,,Mulheres,,,,,75.0
1988,Estónia,,Total,,,,,71.0
1988,Finlândia,,Homens,,,,,70.7
1988,Finlândia,,Mulheres,,,,,78.8
1988,Finlândia,,Total,,,,,74.8
1988,França,,Homens,,,,x,
1988,França,,Mulheres,,,,x,
1988,França,,Total,,,,x,
1988,Grécia,,Homens,,,,,74.3
1988,Grécia,,Mulheres,,,,,79.3
1988,Grécia,,Total,,,,,76.8
1988,Hungria,,Homens,,,,,66.2
1988,Hungria,,Mulheres,,,,,74.2
1988,Hungria,,Total,,,,,70.2
1988,Irlanda,,Homens,,,,,71.7
1988,Irlanda,,Mulheres,,,,,77.3
1988,Irlanda,,Total,,,,,74.4
1988,Itália,,Homens,,,,,73.2
1988,Itália,,Mulheres,,,,,79.7
1988,Itália,,Total,,,,,76.5
1988,Letónia,,Homens,,,,x,
1988,Letónia,,Mulheres,,,,x,
1988,Letónia,,Total,,,,x,
1988,Lituânia,,Homens,,,,,67.4
1988,Lituânia,,Mulheres,,,,,76.3
1988,Lituânia,,Total,,,,,72.0
1988,Luxemburgo,,Homens,,,,,71.0
1988,Luxemburgo,,Mulheres,,,,,79.0
1988,Luxemburgo,,Total,,,,,75.0
1988,Malta,,Homens,,,,x,
1988,Malta,,Mulheres,,,,x,
1988,Malta,,Total,,,,x,
1988,Países Baixos,,Homens,,,,,73.7
1988,Países Baixos,,Mulheres,,,,,80.4
1988,Países Baixos,,Total,,,,,77.1
1988,Polónia,,Homens,,,,x,
1988,Polónia,,Mulheres,,,,x,
1988,Polónia,,Total,,,,x,
1988,Portugal,,Homens,,,,,70.3
1988,Portugal,,Mulheres,,,,,77.3
1988,Portugal,,Total,,,,,73.8
1988,Roménia,,Homens,,,,,66.5
1988,Roménia,,Mulheres,,,,,72.4
1988,Roménia,,Total,,,,,69.4
1988,Suécia,,Homens,,,,,74.1
1988,Suécia,,Mulheres,,,,,80.0
1988,Suécia,,Total,,,,,77.1
1989,,Portugal,Homens,,,,,70.3
1989,,Portugal,Mulheres,,,,,77.2
1989,,Portugal,Total,,,,,73.8
1989,Alemanha,,Homens,,,,,72.6
1989,Alemanha,,Mulheres,,,,,79.2
1989,Alemanha,,Total,,,,,76.1
1989,Áustria,,Homens,,,,,71.9
1989,Áustria,,Mulheres,,,,,78.8
1989,Áustria,,Total,,,,,75.6
1989,Bélgica,,Homens,,,,,72.3
1989,Bélgica,,Mulheres,,,,,79.1
1989,Bélgica,,Total,,,,,75.7
1989,Bulgária,,Homens,,,,,68.2
1989,Bulgária,,Mulheres,,,,,74.8
1989,Bulgária,,Total,,,,,71.4
1989,Chéquia,,Homens,,,,,68.2
1989,Chéquia,,Mulheres,,,,,75.5
1989,Chéquia,,Total,,,,,71.8
1989,Chipre,,Homens,,,,x,
1989,Chipre,,Mulheres,,,,x,
1989,Chipre,,Total,,,,x,
1989,Croácia,,Homens,,,,x,
1989,Croácia,,Mulheres,,,,x,
1989,Croácia,,Total,,,,x,
1989,Dinamarca,,Homens,,,,,72.0
1989,Dinamarca,,Mulheres,,,,,77.9
1989,Dinamarca,,Total,,,,,74.9
1989,Eslováquia,,Homens,,,,,67.0
1989,Eslováquia,,Mulheres,,,,,75.6
1989,Eslováquia,,Total,,,,,71.2
1989,Eslovénia,,Homens,,,,,69.3
1989,Eslovénia,,Mulheres,,,,,77.5
1989,Eslovénia,,Total,,,,,73.5
1989,Espanha,,Homens,,,,,73.4
1989,Espanha,,Mulheres,,,,,80.5
1989,Espanha,,Total,,,,,77.0
1989,Estónia,,Homens,,,,,65.7
1989,Estónia,,Mulheres,,,,,74.9
1989,Estónia,,Total,,,,,70.5
1989,Finlândia,,Homens,,,,,70.9
1989,Finlândia,,Mulheres,,,,,79.0
1989,Finlândia,,Total,,,,,75.0
1989,França,,Homens,,,,x,
1989,França,,Mulheres,,,,x,
1989,França,,Total,,,,x,
1989,Grécia,,Homens,,,,,74.5
1989,Grécia,,Mulheres,,,,,79.5
1989,Grécia,,Total,,,,,77.0
1989,Hungria,,Homens,,,,,65.4
1989,Hungria,,Mulheres,,,,,73.8
1989,Hungria,,Total,,,,,69.5
1989,Irlanda,,Homens,,,,,71.7
1989,Irlanda,,Mulheres,,,,,77.2
1989,Irlanda,,Total,,,,,74.4
1989,Itália,,Homens,,,,,73.6
1989,Itália,,Mulheres,,,,,80.2
1989,Itália,,Total,,,,,77.0
1989,Letónia,,Homens,,,,x,
1989,Letónia,,Mulheres,,,,x,
1989,Letónia,,Total,,,,x,
1989,Lituânia,,Homens,,,,,66.9
1989,Lituânia,,Mulheres,,,,,76.3
1989,Lituânia,,Total,,,,,71.7
1989,Luxemburgo,,Homens,,,,,71.2
1989,Luxemburgo,,Mulheres,,,,,78.4
1989,Luxemburgo,,Total,,,,,74.9
1989,Malta,,Homens,,,,x,
1989,Malta,,Mulheres,,,,x,
1989,Malta,,Total,,,,x,
1989,Países Baixos,,Homens,,,,,73.7
1989,Países Baixos,,Mulheres,,,,,80.1
1989,Países Baixos,,Total,,,,,76.9
1989,Polónia,,Homens,,,,x,
1989,Polónia,,Mulheres,,,,x,
1989,Polónia,,Total,,,,x,
1989,Portugal,,Homens,,,,,70.9
1989,Portugal,,Mulheres,,,,,77.9
1989,Portugal,,Total,,,,,74.4
1989,Roménia,,Homens,,,,,66.7
1989,Roménia,,Mulheres,,,,,72.7
1989,Roménia,,Total,,,,,69.7
1989,Suécia,,Homens,,,,,74.8
1989,Suécia,,Mulheres,,,,,80.7
1989,Suécia,,Total,,,,,77.8
1990,,Portugal,Homens,,,,,70.5
1990,,Portugal,Mulheres,,,,,77.3
1990,,Portugal,Total,,,,,73.9
1990,Alemanha,,Homens,,,,,74.0
1990,Alemanha,,Mulheres,,,,,80.4
1990,Alemanha,,Total,,,,,77.4
1990,Áustria,,Homens,,,,,72.3
1990,Áustria,,Mulheres,,,,,79.0
1990,Áustria,,Total,,,,,75.8
1990,Bélgica,,Homens,,,,,72.7
1990,Bélgica,,Mulheres,,,,,79.5
1990,Bélgica,,Total,,,,,76.2
1990,Bulgária,,Homens,,,,,68.0
1990,Bulgária,,Mulheres,,,,,74.7
1990,Bulgária,,Total,,,,,71.2
1990,Chéquia,,Homens,,,,,67.6
1990,Chéquia,,Mulheres,,,,,75.5
1990,Chéquia,,Total,,,,,71.5
1990,Chipre,,Homens,,,,x,
1990,Chipre,,Mulheres,,,,x,
1990,Chipre,,Total,,,,x,
1990,Croácia,,Homens,,,,x,
1990,Croácia,,Mulheres,,,,x,
1990,Croácia,,Total,,,,x,
1990,Dinamarca,,Homens,,,,,72.0
1990,Dinamarca,,Mulheres,,,,,77.8
1990,Dinamarca,,Total,,,,,74.9
1990,Eslováquia,,Homens,,,,,66.7
1990,Eslováquia,,Mulheres,,,,,75.7
1990,Eslováquia,,Total,,,,,71.1
1990,Eslovénia,,Homens,,,,,69.8
1990,Eslovénia,,Mulheres,,,,,77.8
1990,Eslovénia,,Total,,,,,73.9
1990,Espanha,,Homens,,,,,73.3
1990,Espanha,,Mulheres,,,,,80.6
1990,Espanha,,Total,,,,,76.9
1990,Estónia,,Homens,,,,,64.7
1990,Estónia,,Mulheres,,,,,74.9
1990,Estónia,,Total,,,,,69.9
1990,Finlândia,,Homens,,,,,71.0
1990,Finlândia,,Mulheres,,,,,79.0
1990,Finlândia,,Total,,,,,75.1
1990,França,,Homens,,,,x,
1990,França,,Mulheres,,,,x,
1990,França,,Total,,,,x,
1990,Grécia,,Homens,,,,,74.7
1990,Grécia,,Mulheres,,,,,79.5
1990,Grécia,,Total,,,,,77.1
1990,Hungria,,Homens,,,,,65.2
1990,Hungria,,Mulheres,,,,,73.8
1990,Hungria,,Total,,,,,69.4
1990,Irlanda,,Homens,,,,,72.1
1990,Irlanda,,Mulheres,,,,,77.7
1990,Irlanda,,Total,,,,,74.8
1990,Itália,,Homens,,,,,73.8
1990,Itália,,Mulheres,,,,,80.3
1990,Itália,,Total,,,,,77.1
1990,Letónia,,Homens,,,,x,
1990,Letónia,,Mulheres,,,,x,
1990,Letónia,,Total,,,,x,
1990,Lituânia,,Homens,,,,,66.4
1990,Lituânia,,Mulheres,,,,,76.3
1990,Lituânia,,Total,,,,,71.5
1990,Luxemburgo,,Homens,,,,,72.4
1990,Luxemburgo,,Mulheres,,,,,78.7
1990,Luxemburgo,,Total,,,,,75.7
1990,Malta,,Homens,,,,x,
1990,Malta,,Mulheres,,,,x,
1990,Malta,,Total,,,,x,
1990,Países Baixos,,Homens,,,,,73.8
1990,Países Baixos,,Mulheres,,,,,80.2
1990,Países Baixos,,Total,,,,,77.1
1990,Polónia,,Homens,,,,,66.3
1990,Polónia,,Mulheres,,,,,75.3
1990,Polónia,,Total,,,,,70.7
1990,Portugal,,Homens,,,,,70.6
1990,Portugal,,Mulheres,,,,,77.5
1990,Portugal,,Total,,,,,74.1
1990,Roménia,,Homens,,,,,66.7
1990,Roménia,,Mulheres,,,,,73.1
1990,Roménia,,Total,,,,,69.9
1990,Suécia,,Homens,,,,,74.8
1990,Suécia,,Mulheres,,,,,80.5
1990,Suécia,,Total,,,,,77.7
1991,,Portugal,Homens,,,,,70.5
1991,,Portugal,Mulheres,,,,,77.3
1991,,Portugal,Total,,,,,74.0
1991,Alemanha,,Homens,,,,,72.2
1991,Alemanha,,Mulheres,,,,,78.8
1991,Alemanha,,Total,,,,,75.7
1991,Áustria,,Homens,,,,,72.3
1991,Áustria,,Mulheres,,,,,79.1
1991,Áustria,,Total,,,,,75.9
1991,Bélgica,,Homens,,,,,72.9
1991,Bélgica,,Mulheres,,,,,79.7
1991,Bélgica,,Total,,,,,76.3
1991,Bulgária,,Homens,,,,,68.0
1991,Bulgária,,Mulheres,,,,,74.4
1991,Bulgária,,Total,,,,,71.1
1991,Chéquia,,Homens,,,,,68.2
1991,Chéquia,,Mulheres,,,,,75.8
1991,Chéquia,,Total,,,,,72.0
1991,Chipre,,Homens,,,,x,
1991,Chipre,,Mulheres,,,,x,
1991,Chipre,,Total,,,,x,
1991,Croácia,,Homens,,,,x,
1991,Croácia,,Mulheres,,,,x,
1991,Croácia,,Total,,,,x,
1991,Dinamarca,,Homens,,,,,72.5
1991,Dinamarca,,Mulheres,,,,,78.1
1991,Dinamarca,,Total,,,,,75.3
1991,Eslováquia,,Homens,,,,,66.9
1991,Eslováquia,,Mulheres,,,,,75.5
1991,Eslováquia,,Total,,,,,71.1
1991,Eslovénia,,Homens,,,,,69.5
1991,Eslovénia,,Mulheres,,,,,77.5
1991,Eslovénia,,Total,,,,,73.6
1991,Espanha,,Homens,,,,,73.4
1991,Espanha,,Mulheres,,,,,80.7
1991,Espanha,,Total,,,,,77.1
1991,Estónia,,Homens,,,,,64.4
1991,Estónia,,Mulheres,,,,,75.0
1991,Estónia,,Total,,,,,69.8
1991,Finlândia,,Homens,,,,,71.4
1991,Finlândia,,Mulheres,,,,,79.5
1991,Finlândia,,Total,,,,,75.5
1991,França,,Homens,,,,x,
1991,França,,Mulheres,,,,x,
1991,França,,Total,,,,x,
1991,Grécia,,Homens,,,,,74.8
1991,Grécia,,Mulheres,,,,,79.8
1991,Grécia,,Total,,,,,77.3
1991,Hungria,,Homens,,,,,65.1
1991,Hungria,,Mulheres,,,,,74.0
1991,Hungria,,Total,,,,,69.4
1991,Irlanda,,Homens,,,,,72.3
1991,Irlanda,,Mulheres,,,,,77.9
1991,Irlanda,,Total,,,,,75.0
1991,Itália,,Homens,,,,,73.8
1991,Itália,,Mulheres,,,,,80.4
1991,Itália,,Total,,,,,77.1
1991,Letónia,,Homens,,,,x,
1991,Letónia,,Mulheres,,,,x,
1991,Letónia,,Total,,,,x,
1991,Lituânia,,Homens,,,,,65.1
1991,Lituânia,,Mulheres,,,,,76.0
1991,Lituânia,,Total,,,,,70.6
1991,Luxemburgo,,Homens,,,,,72.0
1991,Luxemburgo,,Mulheres,,,,,79.3
1991,Luxemburgo,,Total,,,,,75.7
1991,Malta,,Homens,,,,x,
1991,Malta,,Mulheres,,,,x,
1991,Malta,,Total,,,,x,
1991,Países Baixos,,Homens,,,,,74.1
1991,Países Baixos,,Mulheres,,,,,80.3
1991,Países Baixos,,Total,,,,,77.2
1991,Polónia,,Homens,,,,,65.9
1991,Polónia,,Mulheres,,,,,75.1
1991,Polónia,,Total,,,,,70.4
1991,Portugal,,Homens,,,,,70.5
1991,Portugal,,Mulheres,,,,,77.7
1991,Portugal,,Total,,,,,74.1
1991,Roménia,,Homens,,,,,66.8
1991,Roménia,,Mulheres,,,,,73.5
1991,Roménia,,Total,,,,,70.1
1991,Suécia,,Homens,,,,,75.0
1991,Suécia,,Mulheres,,,,,80.7
1991,Suécia,,Total,,,,,77.8
1992,,Portugal,Homens,,,,,70.4
1992,,Portugal,Mulheres,,,,,77.4
1992,,Portugal,Total,,,,,74.0
1992,Alemanha,,Homens,,,,,72.7
1992,Alemanha,,Mulheres,,,,,79.3
1992,Alemanha,,Total,,,,,76.2
1992,Áustria,,Homens,,,,,72.5
1992,Áustria,,Mulheres,,,,,79.3
1992,Áustria,,Total,,,,,76.1
1992,Bélgica,,Homens,,,,,73.0
1992,Bélgica,,Mulheres,,,,,79.9
1992,Bélgica,,Total,,,,,76.5
1992,Bulgária,,Homens,,,,,67.8
1992,Bulgária,,Mulheres,,,,,74.8
1992,Bulgária,,Total,,,,,71.2
1992,Chéquia,,Homens,,,,,68.6
1992,Chéquia,,Mulheres,,,,,76.3
1992,Chéquia,,Total,,,,,72.4
1992,Chipre,,Homens,,,,x,
1992,Chipre,,Mulheres,,,,x,
1992,Chipre,,Total,,,,x,
1992,Croácia,,Homens,,,,x,
1992,Croácia,,Mulheres,,,,x,
1992,Croácia,,Total,,,,x,
1992,Dinamarca,,Homens,,,,,72.6
1992,Dinamarca,,Mulheres,,,,,78.0
1992,Dinamarca,,Total,,,,,75.3
1992,Eslováquia,,Homens,,,,,67.1
1992,Eslováquia,,Mulheres,,,,,76.0
1992,Eslováquia,,Total,,,,,71.5
